EquipmentNo,Age (Yrs),Station Name,24Hr,AM,PM,Outages,Scheduled,Non-Scheduled,Entrapments
EL228,17,34 St - Penn - A/C/E Line(s),96.04 %,98.47 %,94.82 %,8,0,8,0
EL229,16,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),97.01 %,100.00 %,98.27 %,4,2,2,1
EL230,16,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),95.80 %,100.00 %,96.77 %,6,2,4,0
EL231X,,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL232,13,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),91.89 %,95.29 %,90.99 %,4,0,4,1
EL233,13,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),99.47 %,97.80 %,100.00 %,3,1,2,0
EL234,10,47-50 St - Rockefeller Ctr - B/D/F/M Line(s),100.00 %,100.00 %,100.00 %,1,0,1,0
EL235,10,47-50 St - Rockefeller Ctr - B/D/F/M Line(s),99.33 %,100.00 %,100.00 %,1,1,0,0
EL236,10,47-50 St - Rockefeller Ctr - B/D/F/M Line(s),99.41 %,100.00 %,100.00 %,2,1,1,0
EL237,20,66 St - Lincoln Center - 1 Line(s),99.25 %,100.00 %,100.00 %,2,1,1,0
EL238,20,66 St - Lincoln Center - 1 Line(s),97.74 %,96.98 %,97.12 %,2,0,2,0
EL239,16,72 St - 1/2/3 Line(s),99.29 %,100.00 %,100.00 %,1,1,0,0
EL23X,,Chambers St/WTC/Park Place - A/C/E/2/3 Line(s),99.08 %,100.00 %,99.13 %,,,,
EL240,16,72 St - 1/2/3 Line(s),98.68 %,100.00 %,100.00 %,2,2,0,0
EL244,18,42 St - Grand Central - 4/5/6/7/S Line(s),99.37 %,100.00 %,100.00 %,2,0,2,1
EL245,14,Lexington Av / 51 St - E/M/6 Line(s),97.31 %,100.00 %,99.96 %,5,2,3,0
EL247,2,96 St / 2 Av - Q Line(s),98.15 %,100.00 %,99.06 %,3,1,2,0
EL248,2,96 St / 2 Av - Q Line(s),99.57 %,100.00 %,100.00 %,1,1,0,0
EL249,2,86 St / 2 Av - Q Line(s),99.68 %,100.00 %,100.00 %,1,1,0,0
EL250,2,86 St / 2 Av - Q Line(s),95.97 %,96.77 %,95.79 %,4,1,3,1
EL259,2,72 St / 2 Av - Q Line(s),99.50 %,100.00 %,100.00 %,2,1,1,0
EL262,2,72 St / 2 Av - Q Line(s),98.35 %,100.00 %,97.56 %,4,2,2,0
EL264,2,72 St / 2 Av - Q Line(s),93.13 %,94.89 %,92.69 %,7,1,6,1
EL265,2,72 St / 2 Av - Q Line(s),98.36 %,98.48 %,98.25 %,4,0,4,0
EL266,2,72 St / 2 Av - Q Line(s),98.77 %,100.00 %,97.38 %,2,1,1,0
EL267,2,72 St / 2 Av - Q Line(s),98.41 %,100.00 %,97.31 %,3,1,2,0
EL268X,,49 St - N/Q/R/W Line(s),97.84 %,96.77 %,100.00 %,,,,
EL276X,,59 St - Columbus Cir - 1/A/B/C/D Line(s),100.00 %,100.00 %,100.00 %,,,,
EL277,10,59 St - Columbus Cir - 1/A/B/C/D Line(s),79.74 %,81.77 %,80.02 %,19,0,19,4
EL278,10,59 St - Columbus Cir - 1/A/B/C/D Line(s),99.02 %,100.00 %,100.00 %,3,3,0,0
EL279,10,59 St - Columbus Cir - 1/A/B/C/D Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL279X,,28 St - 6 Line(s),88.06 %,83.87 %,90.16 %,,,,
EL280,9,59 St - Columbus Cir - 1/A/B/C/D Line(s),98.20 %,97.03 %,99.06 %,5,1,4,0
EL288X,,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),0.00 %,0.00 %,0.00 %,,,,
EL289X,,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL290X,,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL291X,,Times Sq - 42 St / Port Authority Bus Terminal Station - N/Q/R/S/W/1/2/3/7 Line(s),98.09 %,96.77 %,99.84 %,,,,
EL298,3,23 St - 6 Line(s),99.34 %,100.00 %,100.00 %,2,1,1,0
EL299,3,23 St - 6 Line(s),98.80 %,100.00 %,96.77 %,2,1,1,0
EL300X,,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.95 %,98.32 %,100.00 %,,,,
EL301,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.49 %,98.39 %,100.00 %,2,1,1,0
EL302,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.71 %,100.00 %,99.69 %,3,1,2,0
EL303,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.64 %,100.00 %,97.48 %,3,1,2,1
EL304,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.33 %,96.77 %,100.00 %,2,1,1,0
EL305,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.71 %,99.84 %,100.00 %,4,2,2,0
EL306,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL307,15,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),98.44 %,100.00 %,100.00 %,3,1,2,0
EL314,2,Brooklyn Bridge - City Hall - Chambers St - 4/5/6/J/Z Line(s),99.46 %,100.00 %,100.00 %,1,1,0,0
EL315,2,Brooklyn Bridge - City Hall - Chambers St - 4/5/6/J/Z Line(s),98.36 %,99.73 %,96.77 %,2,1,1,0
EL316,2,Brooklyn Bridge - City Hall - Chambers St - 4/5/6/J/Z Line(s),98.51 %,96.75 %,100.00 %,4,0,4,0
EL317,24,Borough Hall / Court St - 2/3/4/5/R Line(s),98.45 %,100.00 %,98.41 %,1,0,1,0
EL318,24,Borough Hall / Court St - 2/3/4/5/R Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL319,22,Flatbush Av Brooklyn College - 2/5 Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL320,21,Church Av - 2/5 Line(s),99.13 %,97.58 %,97.20 %,2,0,2,0
EL321,21,Church Av - 2/5 Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL322,15,Crown Hts - Utica Av - 3/4 Line(s),97.77 %,100.00 %,97.86 %,5,1,4,0
EL323,15,Crown Hts - Utica Av - 3/4 Line(s),98.44 %,98.00 %,97.04 %,3,1,2,0
EL324,18,Canal St - J/Z/N/Q/R/W/6 Line(s),100.00 %,100.00 %,100.00 %,2,0,2,0
EL325,18,Canal St - J/Z/N/Q/R/W/6 Line(s),87.78 %,83.19 %,87.54 %,15,1,14,0
EL326,1,Chambers St/WTC/Park Place - A/C/E/2/3 Line(s),96.67 %,99.72 %,96.35 %,6,1,5,0
EL328,7,Broadway-Lafayette/Bleecker St - B/D/F/6 Line(s),95.91 %,96.60 %,93.45 %,7,1,6,0
EL329,7,Broadway-Lafayette/Bleecker St - B/D/F/6 Line(s),99.42 %,100.00 %,100.00 %,1,1,0,0
EL330,7,Broadway-Lafayette/Bleecker St - B/D/F/6 Line(s),97.70 %,97.61 %,95.30 %,4,0,4,0
EL331,7,Broadway-Lafayette/Bleecker St - B/D/F/6 Line(s),96.90 %,98.20 %,96.67 %,7,0,7,2
EL332,7,Broadway-Lafayette/Bleecker St - B/D/F/6 Line(s),97.73 %,100.00 %,94.80 %,4,0,4,0
EL333,14,West 4 St - Washington Sq - A/B/C/D/E/F/M Line(s),98.46 %,99.44 %,96.77 %,2,0,2,0
EL334,14,West 4 St - Washington Sq - A/B/C/D/E/F/M Line(s),88.80 %,90.32 %,86.35 %,4,0,4,0
EL335,14,West 4 St - Washington Sq - A/B/C/D/E/F/M Line(s),99.05 %,97.98 %,98.90 %,3,1,2,0
EL336,10,Chambers St - 1/2/3 Line(s),97.77 %,98.08 %,99.15 %,2,0,2,0
EL337,10,Chambers St - 1/2/3 Line(s),99.32 %,100.00 %,100.00 %,1,1,0,0
EL338,10,Chambers St - 1/2/3 Line(s),98.88 %,100.00 %,100.00 %,4,1,3,0
EL339,20,Franklin Av - C/S Line(s),96.99 %,95.29 %,96.44 %,4,1,3,0
EL340,20,Franklin Av - C/S Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL341,13,Euclid Av - A/C Line(s),97.23 %,100.00 %,94.65 %,6,0,6,0
EL342,13,Euclid Av - A/C Line(s),98.15 %,96.16 %,100.00 %,3,0,3,1
EL343,13,Euclid Av - A/C Line(s),90.60 %,93.27 %,89.86 %,4,1,3,0
EL344,5,Utica Av - A/C Line(s),98.68 %,100.00 %,99.66 %,3,1,2,0
EL345,5,Utica Av - A/C Line(s),96.00 %,93.02 %,95.72 %,7,1,6,0
EL346,5,Utica Av - A/C Line(s),96.83 %,94.69 %,98.73 %,5,1,4,0
EL34X,,34 St - Penn - 1/2/3 Line(s),99.98 %,100.00 %,100.10 %,,,,
EL370,14,Dekalb Av - B/Q/R Line(s),99.75 %,100.00 %,100.00 %,1,1,0,0
EL371,14,Dekalb Av - B/Q/R Line(s),97.75 %,100.00 %,96.57 %,5,1,4,1
EL372,14,Dekalb Av - B/Q/R Line(s),99.73 %,100.00 %,100.00 %,1,0,1,0
EL373,11,Church Av - F/G Line(s),98.64 %,98.29 %,97.56 %,2,0,2,0
EL374,11,Church Av - F/G Line(s),99.41 %,96.96 %,100.00 %,1,0,1,0
EL375,11,Church Av - F/G Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL376,7,Bay Parkway - D Line(s),96.46 %,97.81 %,90.50 %,7,0,7,0
EL377,7,Bay Parkway - D Line(s),99.18 %,98.93 %,98.59 %,2,0,2,0
EL378,7,Bay Parkway - D Line(s),99.57 %,100.00 %,98.93 %,1,0,1,0
EL382,16,Prospect Park - B/Q/S Line(s),99.30 %,100.00 %,100.00 %,2,1,1,0
EL383,16,Prospect Park - B/Q/S Line(s),98.50 %,97.78 %,100.00 %,2,1,1,0
EL391,15,Marcy Av - J/M/Z Line(s),99.12 %,100.00 %,100.00 %,2,1,1,0
EL392,15,Marcy Av - J/M/Z Line(s),99.33 %,100.00 %,100.00 %,1,1,0,0
EL393,16,Flushing Av - J/M Line(s),96.11 %,94.96 %,97.65 %,7,2,5,0
EL394,16,Flushing Av - J/M Line(s),98.71 %,99.11 %,100.00 %,3,2,1,1
EL395,16,Flushing Av - J/M Line(s),99.85 %,100.00 %,100.00 %,2,1,1,0
EL396,11,Myrtle Av / Wyckoff Av - L/M Line(s),97.47 %,95.52 %,97.85 %,3,0,3,0
EL397,11,Myrtle Av / Wyckoff Av - L/M Line(s),98.94 %,100.00 %,100.00 %,2,0,2,0
EL398,11,Myrtle Av / Wyckoff Av - L/M Line(s),99.51 %,100.00 %,100.00 %,1,0,1,0
EL401,4,Lexington Av / 63 St - F/Q Line(s),95.04 %,97.38 %,92.58 %,3,0,3,0
EL402,30,Lexington Av / 63 St - F/Q Line(s),96.92 %,96.77 %,100.00 %,3,1,2,0
EL403,30,Roosevelt Island - F Line(s),99.37 %,100.00 %,100.00 %,1,1,0,0
EL404,30,Roosevelt Island - F Line(s),98.71 %,100.00 %,99.94 %,1,1,0,0
EL405,2,21 St - Queensbridge - F Line(s),97.10 %,96.77 %,100.00 %,3,1,2,2
EL406,2,21 St - Queensbridge - F Line(s),97.99 %,100.00 %,96.77 %,4,2,2,0
EL407,2,21 St - Queensbridge - F Line(s),99.55 %,100.00 %,100.00 %,1,1,0,0
EL408,2,Jamaica - Van Wyck - E Line(s),98.65 %,100.00 %,100.00 %,3,2,1,0
EL409,2,Jamaica - Van Wyck - E Line(s),98.80 %,100.00 %,100.00 %,3,1,2,0
EL411,31,Sutphin Blvd - Archer Av - JFK Airport - E/J/Z Line(s),98.94 %,99.94 %,100.00 %,2,0,2,0
EL412,31,Jamaica Center Parsons/Archer - E/J Line(s),94.71 %,91.35 %,98.79 %,14,2,12,0
EL413,31,Jamaica Center Parsons/Archer - E/J Line(s),97.83 %,100.00 %,98.73 %,4,1,3,0
EL414,19,Flushing Main St - 7 Line(s),97.03 %,100.00 %,95.66 %,5,1,4,1
EL415X,,61 St - Woodside - 7 Line(s),98.63 %,96.19 %,99.60 %,,,,
EL416X,,61 St - Woodside - 7 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL417X,,61 St - Woodside - 7 Line(s),97.12 %,98.65 %,96.77 %,,,,
EL420,13,Jackson Hts-Roosevelt Av-74 St - E/F/M/R/7 Line(s),98.74 %,98.32 %,100.00 %,2,1,1,0
EL421,13,Jackson Hts-Roosevelt Av-74 St - E/F/M/R/7 Line(s),93.90 %,94.69 %,93.85 %,7,1,6,1
EL422,13,Jackson Hts-Roosevelt Av-74 St - E/F/M/R/7 Line(s),98.45 %,98.25 %,97.31 %,2,1,1,0
EL423,13,Jackson Hts-Roosevelt Av-74 St - E/F/M/R/7 Line(s),92.77 %,86.31 %,99.60 %,8,1,7,0
EL425,12,Junction Blvd - 7 Line(s),87.46 %,91.22 %,88.34 %,11,1,10,2
EL426,12,Junction Blvd - 7 Line(s),96.18 %,94.76 %,97.42 %,6,2,4,1
EL427,12,Junction Blvd - 7 Line(s),87.08 %,85.82 %,86.09 %,3,1,2,0
EL428,13,Queens Plaza - E/R/M Line(s),99.34 %,100.00 %,97.58 %,1,1,0,0
EL429,13,Queens Plaza - E/R/M Line(s),99.09 %,100.00 %,100.00 %,1,0,1,0
EL430,13,Queens Plaza - E/R/M Line(s),97.85 %,100.00 %,96.77 %,4,1,3,0
EL431,14,179 St - Jamaica - F Line(s),99.28 %,100.00 %,100.00 %,2,1,1,0
EL432,14,179 St - Jamaica - F Line(s),94.11 %,89.04 %,91.73 %,6,1,5,0
EL433,14,179 St - Jamaica - F Line(s),98.03 %,98.47 %,100.00 %,5,1,4,0
EL434,11,Kew Gardens / Union Tpk - E/F Line(s),98.83 %,99.82 %,97.02 %,2,1,1,0
EL435,11,Kew Gardens / Union Tpk - E/F Line(s),97.09 %,99.40 %,97.14 %,5,0,5,0
EL436,11,Kew Gardens / Union Tpk - E/F Line(s),99.31 %,100.00 %,100.00 %,1,1,0,0
EL437,5,Forest Hills - 71 Av - E/F/R/M Line(s),97.35 %,96.31 %,94.20 %,6,1,5,1
EL438,5,Forest Hills - 71 Av - E/F/R/M Line(s),97.82 %,100.00 %,95.97 %,8,1,7,0
EL439,5,Forest Hills - 71 Av - E/F/R/M Line(s),95.03 %,95.70 %,95.97 %,8,1,7,0
EL440,3,Lexington Av / 63 St - F/Q Line(s),96.71 %,93.89 %,96.81 %,9,3,6,0
EL441,3,Lexington Av / 63 St - F/Q Line(s),95.72 %,93.33 %,97.52 %,8,2,6,0
EL442,3,Lexington Av / 63 St - F/Q Line(s),99.90 %,100.00 %,99.40 %,2,0,2,0
EL443,3,Lexington Av / 63 St - F/Q Line(s),100.00 %,100.00 %,100.00 %,1,0,1,0
EL444,3,Lexington Av / 63 St - F/Q Line(s),98.48 %,100.00 %,97.62 %,4,2,2,0
EL445X,,Court Square / 23 St - G/7/E/M Line(s),99.95 %,100.00 %,100.00 %,,,,
EL446,8,Court Square / 23 St - G/7/E/M Line(s),99.35 %,100.00 %,100.00 %,1,1,0,0
EL447,8,Court Square / 23 St - G/7/E/M Line(s),99.90 %,100.00 %,100.00 %,1,1,0,0
EL448X,,Sutphin Blvd - Archer Av - JFK Airport - E/J/Z Line(s),100.00 %,100.00 %,100.00 %,,,,
EL449X,,Sutphin Blvd - Archer Av - JFK Airport - E/J/Z Line(s),95.65 %,93.55 %,98.04 %,,,,
EL450X,,Sutphin Blvd - Archer Av - JFK Airport - E/J/Z Line(s),95.61 %,90.32 %,99.90 %,,,,
EL462,1,Ozone Park / Lefferts Blvd - A Line(s),98.96 %,100.00 %,94.54 %,2,1,1,0
EL463,1,Ozone Park / Lefferts Blvd - A Line(s),98.14 %,97.58 %,94.30 %,4,2,2,0
EL489X,,Aqueduct Racetrack - A Line(s),97.39 %,96.77 %,99.22 %,,,,
EL490X,,Howard Beach - JFK Airport - A Line(s),100.00 %,100.00 %,100.00 %,,,,
EL491X,,Howard Beach - JFK Airport - A Line(s),100.00 %,100.00 %,100.00 %,,,,
EL492X,,Howard Beach - JFK Airport - A Line(s),93.30 %,92.40 %,93.84 %,,,,
EL493X,,Howard Beach - JFK Airport - A Line(s),98.18 %,100.00 %,97.78 %,,,,
EL494X,,Howard Beach - JFK Airport - A Line(s),98.49 %,100.00 %,97.72 %,,,,
EL495X,,Howard Beach - JFK Airport - A Line(s),100.00 %,100.00 %,100.00 %,,,,
EL497,7,Far Rockaway - Mott Av - A Line(s),96.65 %,95.77 %,97.65 %,5,1,4,0
EL498,7,Far Rockaway - Mott Av - A Line(s),99.40 %,99.86 %,100.00 %,1,1,0,0
EL600,4,34 St - Hudson Yards - 7 Line(s),98.95 %,100.00 %,99.80 %,3,2,1,0
EL601,4,34 St - Hudson Yards - 7 Line(s),84.53 %,85.54 %,87.02 %,7,2,5,0
EL602,4,34 St - Hudson Yards - 7 Line(s),96.64 %,95.04 %,98.23 %,5,2,3,0
EL603,4,34 St - Hudson Yards - 7 Line(s),100.00 %,100.00 %,100.00 %,1,0,1,0
EL700X,,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),76.82 %,84.62 %,70.02 %,,,,
EL701,14,Coney Island Stillwell Av - D/F/N/Q Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL702,14,Coney Island Stillwell Av - D/F/N/Q Line(s),99.88 %,100.00 %,100.00 %,1,0,1,0
EL706,9,Jay St - MetroTech - A/C/F/R Line(s),98.80 %,99.18 %,100.00 %,4,1,3,1
EL707,9,Jay St - MetroTech - A/C/F/R Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL708,9,Jay St - MetroTech - A/C/F/R Line(s),98.17 %,97.93 %,96.27 %,8,0,8,0
EL709,9,Jay St - MetroTech - A/C/F/R Line(s),99.66 %,99.84 %,98.32 %,3,0,3,1
EL710,12,Bowling Green - 4/5 Line(s),95.24 %,92.94 %,95.79 %,12,2,10,0
EL711,12,Bowling Green - 4/5 Line(s),98.66 %,100.00 %,98.79 %,4,0,4,2
EL712,1,WTC Cortlandt - 1 Line(s),97.59 %,96.77 %,97.58 %,2,1,1,0
EL713,1,WTC Cortlandt - 1 Line(s),97.66 %,100.00 %,97.98 %,5,1,4,0
EL716,5,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.16 %,100.00 %,98.49 %,4,0,4,0
EL717X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),88.08 %,87.10 %,90.32 %,,,,
EL718X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL719,6,Fulton St - A/C/J/Z/2/3/4/5 Line(s),98.72 %,99.07 %,97.82 %,6,0,6,1
EL720,5,Fulton St - A/C/J/Z/2/3/4/5 Line(s),96.81 %,96.10 %,95.83 %,6,1,5,0
EL721,6,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.27 %,96.77 %,100.00 %,1,0,1,0
EL722,6,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.17 %,100.00 %,98.24 %,2,1,1,0
EL723,6,Fulton St - A/C/J/Z/2/3/4/5 Line(s),98.77 %,98.47 %,98.23 %,3,0,3,0
EL726X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),98.60 %,97.74 %,100.00 %,,,,
EL727X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL728X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,,,,
EL729X,,Fulton St - A/C/J/Z/2/3/4/5 Line(s),99.85 %,100.00 %,99.64 %,,,,
EL730,2,South Ferry / Whitehall St - 1/R/W Line(s),98.36 %,96.77 %,98.50 %,2,0,2,0
EL731,2,South Ferry / Whitehall St - 1/R/W Line(s),97.92 %,97.78 %,97.58 %,4,0,4,0
EL732,12,Fulton St - A/C/J/Z/2/3/4/5 Line(s),100.00 %,100.00 %,100.00 %,0,0,0,0
EL737X,,Atlantic Av-Barclays Ctr - 2/3/4/5/B/Q/D/N/R Line(s),99.43 %,100.00 %,100.00 %,,,,
EL760,8,Kings Highway - B/Q Line(s),97.83 %,100.00 %,97.24 %,3,1,2,0
EL761,8,Kings Highway - B/Q Line(s),92.15 %,96.77 %,89.40 %,7,1,6,1
